Unnamed: 0,"November 16, 2025","November 17, 2025","November 18, 2025","November 19, 2025","November 20, 2025","November 21, 2025","November 22, 2025","November 23, 2025","November 24, 2025","November 25, 2025","November 26, 2025","November 27, 2025","November 28, 2025","November 29, 2025","November 30, 2025","December 1, 2025","December 2, 2025","December 3, 2025","December 4, 2025","December 5, 2025","December 6, 2025","December 7, 2025","December 8, 2025","December 9, 2025","December 10, 2025","December 11, 2025","December 12, 2025","December 13, 2025",Total Usage
Device Unlocks,113.0,55.0,2.0,2.0,2.0,219.0,129.0,203.0,381.0,173.0,473.0,255.0,319.0,171.0,52.0,147.0,91.0,86.0,123.0,153.0,145.0,45.0,87.0,151.0,114.0,83.0,96.0,20.0,3890.0
